Five letter identifier	Survey type	Date	Day of year 	Start time	Duration (min)	Plant Family	Plant genus	Plant species	Plant species comments	Total floral  cover (m2)	 Number of floral units	Flower visitor order	Flower visitor family	Flower visitor genus	Flower visitor species	Sex/caste	Flower visitor species comments	Number of individuals	Number of flowers visited	Photo or specimen taken?	
XQIZH	A	07/04/	98	1140	15	Apiaceae	Coriandrum	Coriandrum sativum		2	320	Hymenoptera	Apidae	Eucera	cf. Eucera sp.			1	NA		
XQIZH	A	07/04/	98	1140	15	Apiaceae	Coriandrum	Coriandrum sativum		2	320				0			NA	NA		
XQIZH	A	07/04/	98	1140	15	Fabaceae	Medicago	Medicago minima		3	800				0			NA	NA		
XQIZH	A	07/04/	98	1140	15	Oxalidaceae	Oxalis	Oxalis debilis var. corymbosa	synonym Oxalis corymbosa	0.25	100				0			NA	NA		
XQIZH	A	07/04/	98	1140	15	Fabaceae	Pisum	Pisum sativum		8	900				0			NA	NA		
XQIZH	A	07/04/	98	1140	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis cerana 			2	NA		
XQIZH	A	07/04/	98	1140	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Diptera	Syrphidae		Syrphidae sp.		?	3	NA		
XQIZH	A	07/04/	98	1140	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Lepidoptera	Pieridae	Pieris	Pieris rapae			1	NA		
XQIZH	A	07/04/	98	1140	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis mellifera 			1	NA		
XQIZH	A	07/04/	98	1140	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Melittidae	Macropis	cf. Macropis sp.			2	NA		
XQIZH	A	07/04/	98	1140	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Lepidoptera	Papilionidae	Papilio	Papilio polytes			1	NA		
XQIZH	A	07/04/	98	1140	15	Asteraceae	Sonchus	Sonchus asper		0.04	10	Diptera	Syrphidae		Syrphidae sp.		?	1	NA		
XQIZH	A	07/04/	98	1140	15	Asteraceae	Sonchus	Sonchus oleraceus		0.04	16				0			NA	NA		
XQIZH	A	07/04/	98	1140	15	Plantaginaceae	Veronica	Veronica persica		4	1400				0			NA	NA		
XQIZH	A	07/04/	98	1140	15	Fabaceae	Vicia	Vicia faba		1.5	120				0			NA	NA		
XQIZH	A	07/04/	98	1402	15	Amaryllidaceae	Allium	Allium fistulosum		1	80	Hymenoptera	Apidae	Apis	Apis cerana 			3	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Brassica	Brassica juncea		6	2800	Hymenoptera	Apidae	Apis	Apis mellifera 			2	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	16000	Lepidoptera	Pieridae	Pieris	Pieris rapae			1	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	16000	Hymenoptera	Apidae	Apis	Apis mellifera 			5	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Capsella	Capsella bursa-pastoris		1	95				0			NA	NA		
XQIZH	A	07/04/	98	1402	15	Apiaceae	Coriandrum	Coriandrum sativum		2	320				0			NA	NA		
XQIZH	A	07/04/	98	1402	15	Fabaceae	Medicago	Medicago minima		3	800				0			NA	NA		
XQIZH	A	07/04/	98	1402	15	Oxalidaceae	Oxalis	Oxalis debilis var. corymbosa	synonym Oxalis corymbosa	0.25	90	Diptera	Syrphidae		Syrphidae sp.		?	1	NA		
XQIZH	A	07/04/	98	1402	15	Fabaceae	Pisum	Pisum sativum		8	900				0			NA	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis cerana 			3	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Lepidoptera	Pieridae	Pieris	Pieris rapae			2	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis mellifera 			2	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Melittidae	Macropis	cf. Macropis sp.			2	NA		
XQIZH	A	07/04/	98	1402	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Eucera	cf. Eucera sp.			1	NA		
XQIZH	A	07/04/	98	1402	15	Asteraceae	Sonchus	Sonchus oleraceus		0.04	16				0			NA	NA		
XQIZH	A	07/04/	98	1402	15	Fabaceae	Trifolium	Trifolium repens		1.44	230	Hymenoptera	Apidae	Apis	Apis cerana 			2	NA		
XQIZH	A	07/04/	98	1402	15	Fabaceae	Trifolium	Trifolium repens		1.44	230	Hymenoptera	Apidae	Eucera	cf. Eucera sp.			1	NA		
XQIZH	A	07/04/	98	1402	15	Plantaginaceae	Veronica	Veronica persica		4	1400				0			NA	NA		
XQIZH	A	07/04/	98	1402	15	Fabaceae	Vicia	Vicia faba		1.5	120				0			NA	NA		
XQIZH	A	07/04/	98	1600	15	Amaryllidaceae	Allium	Allium fistulosum		1	80	Hymenoptera	Apidae	Apis	Apis mellifera 			2	NA		
XQIZH	A	07/04/	98	1600	15	Amaryllidaceae	Allium	Allium fistulosum		1	80	Hymenoptera	Melittidae	Macropis	cf. Macropis sp.			1	NA		
XQIZH	A	07/04/	98	1600	15	Amaryllidaceae	Allium	Allium fistulosum		1	80	Lepidoptera	Pieridae	Pieris	Pieris rapae			1	NA		
XQIZH	A	07/04/	98	1600	15	Amaryllidaceae	Allium	Allium fistulosum		1	80	Hymenoptera	Apidae	Xylocopa	Xylocopa appendiculata			1	NA		
XQIZH	A	07/04/	98	1600	15	Brassicaceae	Brassica	Brassica juncea		6	2800	Hymenoptera	Apidae	Apis	Apis mellifera 			2	NA		
XQIZH	A	07/04/	98	1600	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	16000	Lepidoptera	Pieridae	Pieris	Pieris rapae			1	NA		
XQIZH	A	07/04/	98	1600	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	16000	Hymenoptera	Apidae	Apis	Apis mellifera 			3	NA		
XQIZH	A	07/04/	98	1600	15	Brassicaceae	Capsella	Capsella bursa-pastoris		1	95				0			NA	NA		
XQIZH	A	07/04/	98	1600	15	Apiaceae	Coriandrum	Coriandrum sativum		2	320				0			NA	NA		
XQIZH	A	07/04/	98	1600	15	Fabaceae	Medicago	Medicago minima		3	800				0			NA	NA		
XQIZH	A	07/04/	98	1600	15	Fabaceae	Pisum	Pisum sativum		8	900				0			NA	NA		
XQIZH	A	07/04/	98	1600	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Lepidoptera	Pieridae	Pieris	Pieris rapae			1	NA		
XQIZH	A	07/04/	98	1600	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis mellifera 			2	NA		
XQIZH	A	07/04/	98	1600	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Melittidae	Macropis	cf. Macropis sp.			1	NA		
XQIZH	A	07/04/	98	1600	15	Plantaginaceae	Veronica	Veronica persica		4	1400				0			NA	NA		
XQIZH	A	07/04/	98	1600	15	Fabaceae	Vicia	Vicia faba		1.5	120				0			NA	NA		
XQIZH	A	07/04/	98	1600	15	Fabaceae	Vicia	Vicia sativa		1	30				0			NA	NA		
XQIZH	A	05/04/	96	1015	15	Brassicaceae	Brassica	Brassica juncea		6	3000	Hymenoptera	Apidae	Apis	Apis cerana 			2	NA		
XQIZH	A	05/04/	96	1015	15	Brassicaceae	Brassica	Brassica juncea		6	3000	Hymenoptera	Apidae	Apis	Apis mellifera 			3	NA		
XQIZH	A	05/04/	96	1015	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	18000	Hymenoptera	Apidae	Apis	Apis mellifera 			4	NA		
XQIZH	A	05/04/	96	1015	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	18000	Diptera	Syrphidae		Syrphidae sp.		?	1	NA		
XQIZH	A	05/04/	96	1015	15	Apiaceae	Coriandrum	Coriandrum sativum		2	300				0			NA	NA		
XQIZH	A	05/04/	96	1015	15	Oxalidaceae	Oxalis	Oxalis debilis var. corymbosa	synonym Oxalis corymbosa	0.25	90				0			NA	NA		
XQIZH	A	05/04/	96	1015	15	Fabaceae	Pisum	Pisum sativum		8	800				0			NA	NA		
XQIZH	A	05/04/	96	1015	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Hymenoptera	Melittidae	Macropis	cf. Macropis sp.			2	NA		
XQIZH	A	05/04/	96	1015	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Hymenoptera	Apidae	Apis	Apis cerana 			1	NA		
XQIZH	A	05/04/	96	1015	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Hymenoptera	Apidae	Apis	Apis mellifera 			1	NA		
XQIZH	A	05/04/	96	1015	15	Asteraceae	Sonchus	Sonchus asper		0.16	20				0			NA	NA		
XQIZH	A	05/04/	96	1015	15	Asteraceae	Sonchus	Sonchus oleraceus		0.04	18				0			NA	NA		
XQIZH	A	05/04/	96	1015	15	Plantaginaceae	Veronica	Veronica persica		4	1400				0			NA	NA		
XQIZH	A	05/04/	96	1015	15	Fabaceae	Vicia	Vicia faba		1.5	115				0			NA	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Brassica	Brassica juncea		6	3000	Hymenoptera	Apidae	Apis	Apis mellifera 			1	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Brassica	Brassica juncea		6	3000	Hymenoptera	Apidae	Eucera	cf. Eucera sp.			1	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	18000	Hymenoptera	Apidae	Apis	Apis cerana 			2	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	18000	Hymenoptera	Apidae	Apis	Apis mellifera 			4	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Capsella	Capsella bursa-pastoris		1	100				0			NA	NA		
XQIZH	A	05/04/	96	1348	15	Apiaceae	Coriandrum	Coriandrum sativum		2	300	Diptera	Syrphidae		Syrphidae sp.		?	2	NA		
XQIZH	A	05/04/	96	1348	15	Oxalidaceae	Oxalis	Oxalis debilis var. corymbosa	synonym Oxalis corymbosa	0.25	100	Hymenoptera	Apidae	Eucera	cf. Eucera sp.			1	NA		
XQIZH	A	05/04/	96	1348	15	Fabaceae	Pisum	Pisum sativum		8	900	Lepidoptera	Pieridae	Pieris	Pieris rapae			1	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis cerana 			2	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Eucera	cf. Eucera sp.			1	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Lepidoptera	Sphingidae	Macroglossum	Macroglossum stellatarum			1	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis mellifera 			1	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Melittidae	Macropis	cf. Macropis sp.			2	NA		
XQIZH	A	05/04/	96	1348	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Lepidoptera	Pieridae	Pieris	Pieris rapae			1	NA		
XQIZH	A	05/04/	96	1348	15	Asteraceae	Sonchus	Sonchus oleraceus		0.04	16				0			NA	NA		
XQIZH	A	05/04/	96	1348	15	Asteraceae	Taraxacum	Taraxacum mongolicum		0.01	2				0			NA	NA		
XQIZH	A	05/04/	96	1348	15	Plantaginaceae	Veronica	Veronica persica		4	1400				0			NA	NA		
XQIZH	A	05/04/	96	1348	15	Fabaceae	Vicia	Vicia faba		1.5	120				0			NA	NA		
XQIZH	A	05/04/	96	1348	15	Fabaceae	Vicia	Vicia sativa		1	15				0			NA	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Brassica	Brassica juncea		6	3000	Hymenoptera	Apidae	Apis	Apis mellifera 			1	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	18000	Hymenoptera	Apidae	Apis	Apis cerana 			2	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	18000	Hymenoptera	Apidae	Apis	Apis mellifera 			4	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Capsella	Capsella bursa-pastoris		1	100				0			NA	NA		
XQIZH	A	05/04/	96	1536	15	Apiaceae	Coriandrum	Coriandrum sativum		2	300				0			NA	NA		
XQIZH	A	05/04/	96	1536	15	Oxalidaceae	Oxalis	Oxalis debilis var. corymbosa	synonym Oxalis corymbosa	0.25	100				0			NA	NA		
XQIZH	A	05/04/	96	1536	15	Fabaceae	Pisum	Pisum sativum		8	900				0			NA	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis cerana 			2	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Eucera	cf. Eucera sp.			1	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Lepidoptera	Pieridae	Pieris	Pieris rapae			1	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Apidae	Apis	Apis mellifera 			2	NA		
XQIZH	A	05/04/	96	1536	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	14	9000	Hymenoptera	Melittidae	Macropis	cf. Macropis sp.			2	NA		
XQIZH	A	05/04/	96	1536	15	Asteraceae	Sonchus	Sonchus oleraceus		0.04	16				0			NA	NA		
XQIZH	A	05/04/	96	1536	15	Fabaceae	Trifolium	Trifolium repens		1.44	240	Hymenoptera	Apidae	Apis	Apis cerana 			1	NA		
XQIZH	A	05/04/	96	1536	15	Plantaginaceae	Veronica	Veronica persica		4	1400				0			NA	NA		
XQIZH	A	05/04/	96	1536	15	Fabaceae	Vicia	Vicia faba		1.5	120				0			NA	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Brassica	Brassica juncea		5	3000	Hymenoptera	Apidae	Apis	Apis cerana 			5	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Brassica	Brassica juncea		5	3000	Hymenoptera	Apidae	Apis	Apis mellifera 			3	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	20000	Hymenoptera	Apidae	Apis	Apis cerana 			4	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	20000	Hymenoptera	Apidae	Apis	Apis mellifera 			8	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	20000	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Brassica	Brassica rapa	synonym Brassica rapa var. glabra	40	20000	Lepidoptera	Pieridae	Pieris	Pieris rapae			2	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Capsella	Capsella bursa-pastoris		1	100				0			NA	NA		
XQIZH	A	04/04/	95	945	15	Apiaceae	Coriandrum	Coriandrum sativum		2	300	Diptera	Syrphidae		Syrphidae sp.		?	1	NA		
XQIZH	A	04/04/	95	945	15	Oxalidaceae	Oxalis	Oxalis debilis var. corymbosa	synonym Oxalis corymbosa	1	85				0			NA	NA		
XQIZH	A	04/04/	95	945	15	Fabaceae	Pisum	Pisum sativum		8	900				0			NA	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Hymenoptera	Apidae	Apis	Apis mellifera 			8	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Lepidoptera	Pieridae	Pieris	Pieris rapae			3	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Hymenoptera	Apidae	Xylocopa	Xylocopa appendiculata			2	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Hymenoptera	Apidae	Xylocopa	Xylocopa sp.		Xylocopa (black)	1	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Hymenoptera	Melittidae	Macropis	cf. Macropis sp.			3	NA		
XQIZH	A	04/04/	95	945	15	Brassicaceae	Raphanus	Raphanus raphanistrum subsp. sativus	synonym Raphanus sativus	16	9000	Hymenoptera	Apidae	Apis	Apis cerana 			6	NA		
