Five letter identifier	Survey type	Date	Day of year 	Start time	Duration (min)	Plant Family	Plant genus	Plant species	Plant species comments	Total floral  cover (m2)	 Number of floral units	Flower visitor order	Flower visitor family	Flower visitor genus	Flower visitor species	Sex/caste	Flower visitor species comments	Number of individuals	Number of flowers visited	Photo or specimen taken?	
SEJAK	A	29/05/	150	1430	NA	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	70	Diptera			Diptera sp. 2		Diptera sp. medium	2	2		
SEJAK	A	29/05/	150	1430	NA	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	70	Lepidoptera	Glyphipterigidae	Glyphipterix	Glyphipterix simpliciella			1	1		
SEJAK	A	29/05/	150	1430	NA	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	70	Hymenoptera	Colletidae	Hylaeus	Hylaeus sp.			1	1		
SEJAK	A	29/05/	150	1430	NA	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	70	Araneae	Thomisidae	Misumena	Misumena vatia			1	1		
SEJAK	A	29/05/	150	1430	NA	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	70	Diptera	Sciaridae		Sciaridae sp.			1	1		
SEJAK	A	29/05/	150	1430	NA	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	70	Thysanoptera	Thripidae		Thripidae sp.			5	5		
SEJAK	A	29/05/	150	1430	NA	Plantaginaceae	Linaria	Linaria purpurea		0.1	2				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Campanulaceae	Lobelia	Lobelia var.		0.02	5				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Caprifoliaceae	Lonicera	Lonicera japonica		0.75	90	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		4	8		
SEJAK	A	29/05/	150	1430	NA	Caprifoliaceae	Lonicera	Lonicera japonica		0.75	90	Hymenoptera	Apidae	Bombus	Bombus pascuorum	Q		1	2		
SEJAK	A	29/05/	150	1430	NA	Boraginaceae	Myosotis	Myosotis sylvatica		0.15	50				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Scrophulariaceae	Nemesia	Nemesia var.		0.1	20				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Oxalidaceae	Oxalis	Oxalis articulata		0.27	250				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Paeoniaceae	Paeonia	Paeonia var.		0.42	0				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Papaveraceae	Papaver	Papaver atlanticum		0.5	5				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Papaveraceae	Papaver	Papaver orientale		0.8	16				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Papaveraceae	Papaver	Papaver rhoeas		0.04	2				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	30	Hymenoptera	Apidae	Bombus	Bombus pascuorum	Q		1	5		
SEJAK	A	29/05/	150	1430	NA	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	30	Diptera			Diptera sp. 2		Diptera sp. medium	1	1		
SEJAK	A	29/05/	150	1430	NA	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	30	Hymenoptera	Colletidae	Hylaeus	Hylaeus brevicornis	M		1	1		
SEJAK	A	29/05/	150	1430	NA	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	30	Araneae	Philodromidae	Philodromus	Philodromus sp.			1	1		
SEJAK	A	29/05/	150	1430	NA	Hydrangeaceae	Philadelphus	Philadelphus var. 2		0.48	1				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Scrophulariaceae	Phygelius	Phygelius capensis		0.36	2				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Fabaceae	Pisum	Pisum sativum		0.2	6				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Boraginaceae	Pulmonaria	Pulmonaria officinalis		0.27	3				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Ranunculaceae	Ranunculus	Ranunculus acris		0.3	150				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Ranunculaceae	Ranunculus	Ranunculus repens		0.35	60				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Lamiaceae	Salvia	Salvia microphylla		0.35	20				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Lamiaceae	Salvia	Salvia officinalis		0.1	9				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Scrophulariaceae	Scrophularia	Scrophularia nodosa		0.2	15				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Caryophyllaceae	Silene	Silene dioica		0.04	9				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Caryophyllaceae	Silene	Silene flos-cuculi	synonym Lychnis flos-cuculi	0.13	31	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	4		
SEJAK	A	29/05/	150	1430	NA	Caryophyllaceae	Silene	Silene latifolia		0.1	5				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Brassicaceae	Sinapis	Sinapis arvensis		0.04	3				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Solanaceae	Solanum	Solanum crispum		1.8	1500	Hymenoptera	Apidae	Bombus	Bombus terrestris	W		1	3		
SEJAK	A	29/05/	150	1430	NA	Solanaceae	Solanum	Solanum dulcamara		0.16	4				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Asteraceae	Sonchus	Sonchus oleraceus		0.05	1				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Rosaceae	Spiraea	Spiraea japonica		1	39				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Boraginaceae	Symphytum	Symphytum grandiflorum	cultivar Symphytum "Belsay Gold"	0.2	3				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Boraginaceae	Symphytum	Symphytum grandiflorum	unresolved plant species name	0.71	200	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		3	9		
SEJAK	A	29/05/	150	1430	NA	Boraginaceae	Symphytum	Symphytum grandiflorum	unresolved plant species name	0.71	200	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum morio agg.	F	Lasioglossum morio type F	1	1		
SEJAK	A	29/05/	150	1430	NA	Boraginaceae	Symphytum	Symphytum officinale		0.2	60				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Asteraceae	Taraxacum	Taraxacum sp.		0.95	15	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			15	15		
SEJAK	A	29/05/	150	1430	NA	Fabaceae	Trifolium	Trifolium pratense		0.12	3				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Verbenaceae	Verbena	Verbena bonariensis		0.1	4				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Verbenaceae	Verbena	Verbena rigida		0.04	4				0			NA	NA		
SEJAK	A	29/05/	150	1430	NA	Violaceae	Viola	Viola tricolor		0.01	1				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Malvaceae	Abutilon	Abutilon megapotamicum		0.6	30				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Amaryllidaceae	Allium	Allium var.		0.04	50				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Fabaceae	Anthyllis	Anthyllis vulneraria		0.1	153	Hymenoptera	Apidae	Bombus	Bombus pratorum			1	3		
SEJAK	A	28/05/	149	1445	27	Ranunculaceae	Aquilegia	Aquilegia vulgaris		0.25	25				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Argyranthemum	Argyranthemum var.		0.04	9				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Brassicaceae	Aubrieta	Aubrieta var.		0.73	32	Diptera	Syrphidae	Eupeodes	Eupeodes sp.	M		1	1		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Bellis	Bellis perennis		0.02	3				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Borago	Borago officinalis		0.05	2				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Brachyscome	Brachyscome var.		0.06	33				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Brassicaceae	Brassica	Brassica oleracea	kale	0.28	40	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			1	1		
SEJAK	A	28/05/	149	1445	27	Brassicaceae	Brassica	Brassica oleracea	kale	0.28	40	Hymenoptera	Ichneumonidae		Tersilochinae sp.		subfamily	1	1		
SEJAK	A	28/05/	149	1445	27	Brassicaceae	Brassica	Brassica rapa subsp. chinensis	pak choi	0.2	4				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Theaceae	Camellia	Camellia var.		1	8				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Brassicaceae	Cardamine	Cardamine hirsuta		0.1	10				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Rhamnaceae	Ceanothus	Ceanothus var.		0.64	25				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Cerinthe	Cerinthe major		0.16	80	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	3		
SEJAK	A	28/05/	149	1445	27	Scrophulariaceae	Chaenostoma	Chaenostoma cordatum		0.015	4				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Papaveraceae	Chelidonium	Chelidonium majus		0.05	4				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Convolvulaceae	Convolvulus	Convolvulus cneorum	unresolved plant species name	0.1	2				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Fabaceae	Coronilla	Coronilla valentina		0.25	15	Diptera	Syrphidae	Eupeodes	Eupeodes sp.	M		1	1		
SEJAK	A	28/05/	149	1445	27	Plantaginaceae	Cymbalaria	Cymbalaria muralis		0.06	45				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Cynoglossum	Cynoglossum officinale		0.35	120	Hymenoptera	Apidae	Bombus	Bombus hypnorum	W		1	3		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Cynoglossum	Cynoglossum officinale		0.35	120	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		2	5		
SEJAK	A	28/05/	149	1445	27	Ranunculaceae	Delphinium	Delphinium var.		0.5	7	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		2	4		
SEJAK	A	28/05/	149	1445	27	Caryophyllaceae	Dianthus	Dianthus barbatus	Dianthus cf. diabunda; Dianthus barbatus 'Diabunda'	0.04	10	Hymenoptera	Apidae	Apis	Apis mellifera			1	1		
SEJAK	A	28/05/	149	1445	27	Caryophyllaceae	Dianthus	Dianthus cf. gratianopolitanus		0.1	5				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Plantaginaceae	Digitalis	Digitalis purpurea		1.8	230	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		7	14		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Anthophora	Anthophora quadrimaculata	F		1	3		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Apis	Apis mellifera			1	4		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		1	3		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		7	18		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pratorum	W		7	19		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Erigeron	Erigeron karvinskianus	unresolved plant species name	0.03	25				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Brassicaceae	Erysimum	Erysimum × cheiri		0.8	5				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Geraniaceae	Geranium	Geranium robertianum		0.4	60				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		2	6		
SEJAK	A	28/05/	149	1445	27	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		1	2		
SEJAK	A	28/05/	149	1445	27	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Apidae	Bombus	Bombus pratorum	W		2	5		
SEJAK	A	28/05/	149	1445	27	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Colletidae	Hylaeus	Hylaeus brevicornis			2	2		
SEJAK	A	28/05/	149	1445	27	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Megachilidae	Megachile	Megachile sp.	M		1	3		
SEJAK	A	28/05/	149	1445	27	Rosaceae	Geum	Geum quellyon	cultivar 'Mrs J Bradshaw'	0.1	7				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Rosaceae	Geum	Geum urbanum		0.5	10				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Rosaceae	Geum	Geum var.	cultivar Geum 'Turnpike Tales'	0.05	1				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Plantaginaceae	Hebe	Hebe cf. rakaiensis	unresolved plant species name, suggested to be synonym to Veronica rakaiensis	0.24	35				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Brassicaceae	Hesperis	Hesperis matronalis		0.4	1000	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			2	2		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Hypochaeris	Hypochaeris sp.?		0.02	2				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Lamiaceae	Lamium	Lamium album		0.16	80				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.04	6				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Lamiaceae	Lavandula	Lavandula stoechas		0.16	4				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	40	Hemiptera			Cercopoidea sp.		subfamily	1	1		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	40	Hymenoptera	Colletidae	Hylaeus	Hylaeus brevicornis	M		1	1		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	40	Diptera	Syrphidae		Syrphidae sp.			1	1		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	40	Thysanoptera	Thripidae		Thripidae sp.			6	6		
SEJAK	A	28/05/	149	1445	27	Plantaginaceae	Linaria	Linaria purpurea		0.1	2				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Campanulaceae	Lobelia	Lobelia var.		0.02	3				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Caprifoliaceae	Lonicera	Lonicera japonica		0.75	90	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		1	3		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Myosotis	Myosotis sylvatica		0.15	50				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Scrophulariaceae	Nemesia	Nemesia var.		0.1	20				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Oxalidaceae	Oxalis	Oxalis articulata		0.27	250	Diptera	Syrphidae	Eupeodes	Eupeodes sp.	M		1	1		
SEJAK	A	28/05/	149	1445	27	Oxalidaceae	Oxalis	Oxalis articulata		0.27	250	Hymenoptera	Megachilidae	Osmia	Osmia sp.	M	Osmia caerulescens/leiana	1	1		
SEJAK	A	28/05/	149	1445	27	Paeoniaceae	Paeonia	Paeonia var.		0.42	0				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Papaveraceae	Papaver	Papaver atlanticum		0.5	5	Araneae	Thomisidae	Misumena	Misumena vatia			1	1		
SEJAK	A	28/05/	149	1445	27	Papaveraceae	Papaver	Papaver orientale		0.8	17				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Papaveraceae	Papaver	Papaver rhoeas		0.04	3				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	30				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Fabaceae	Pisum	Pisum sativum		0.2	6				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Pulmonaria	Pulmonaria officinalis		0.27	3				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Ranunculaceae	Ranunculus	Ranunculus acris		0.3	150				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Ranunculaceae	Ranunculus	Ranunculus repens		0.35	60	Hymenoptera	Megachilidae	Megachile	Megachile centuncularis	F		1	1		
SEJAK	A	28/05/	149	1445	27	Lamiaceae	Salvia	Salvia microphylla		0.35	12				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Lamiaceae	Salvia	Salvia officinalis		0.1	9				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Scrophulariaceae	Scrophularia	Scrophularia nodosa		0.2	15				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Caryophyllaceae	Silene	Silene dioica		0.04	9				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Caryophyllaceae	Silene	Silene flos-cuculi	synonym Lychnis flos-cuculi	0.13	33				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Caryophyllaceae	Silene	Silene latifolia		0.1	11				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Brassicaceae	Sinapis	Sinapis arvensis		0.04	3				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Solanaceae	Solanum	Solanum crispum		1.8	2000	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	2		
SEJAK	A	28/05/	149	1445	27	Solanaceae	Solanum	Solanum dulcamara		0.16	4				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Sonchus	Sonchus oleraceus		0.05	1				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Rosaceae	Spiraea	Spiraea japonica		1	33	Hymenoptera	Apidae	Bombus	Bombus terrestris	W		1	2		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Symphytum	Symphytum grandiflorum	cultivar Symphytum "Belsay Gold"	0.2	3				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Symphytum	Symphytum grandiflorum	unresolved plant species name	0.71	200	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		3	7		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Symphytum	Symphytum grandiflorum	unresolved plant species name	0.71	200	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		2	5		
SEJAK	A	28/05/	149	1445	27	Boraginaceae	Symphytum	Symphytum officinale		0.2	60				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Taraxacum	Taraxacum sp.		0.95	15	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			3	3		
SEJAK	A	28/05/	149	1445	27	Asteraceae	Taraxacum	Taraxacum sp.		0.95	15	Hymenoptera	Megachilidae	Megachile	Megachile centuncularis	F		1	1		
SEJAK	A	28/05/	149	1445	27	Verbenaceae	Verbena	Verbena bonariensis		0.1	4				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Verbenaceae	Verbena	Verbena rigida		0.04	2				0			NA	NA		
SEJAK	A	28/05/	149	1445	27	Violaceae	Viola	Viola tricolor		0.01	1				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Malvaceae	Abutilon	Abutilon megapotamicum		0.6	30				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Amaryllidaceae	Allium	Allium var.		0.04	50	Hymenoptera	Colletidae	Hylaeus	Hylaeus sp.			2	3		
SEJAK	A	27/05/	148	1404	30	Fabaceae	Anthyllis	Anthyllis vulneraria		0.1	153				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Ranunculaceae	Aquilegia	Aquilegia vulgaris		0.25	25				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Argyranthemum	Argyranthemum var.		0.04	16				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Brassicaceae	Aubrieta	Aubrieta var.		0.73	32				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Bellis	Bellis perennis		0.02	3				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Borago	Borago officinalis		0.05	2				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Brachyscome	Brachyscome var.		0.06	33				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Brassicaceae	Brassica	Brassica oleracea	kale	0.28	40	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			4	4		
SEJAK	A	27/05/	148	1404	30	Brassicaceae	Brassica	Brassica rapa subsp. chinensis	pak choi	0.2	3				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Theaceae	Camellia	Camellia var.		1	8				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Brassicaceae	Cardamine	Cardamine hirsuta		0.1	15				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Rhamnaceae	Ceanothus	Ceanothus var.		0.64	95				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Cerinthe	Cerinthe major		0.16	80	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	2		
SEJAK	A	27/05/	148	1404	30	Scrophulariaceae	Chaenostoma	Chaenostoma cordatum		0.015	4				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Papaveraceae	Chelidonium	Chelidonium majus		0.05	4				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Convolvulaceae	Convolvulus	Convolvulus cneorum	unresolved plant species name	0.1	3				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Fabaceae	Coronilla	Coronilla valentina		0.25	15				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Plantaginaceae	Cymbalaria	Cymbalaria muralis		0.06	45				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Cynoglossum	Cynoglossum officinale		0.35	120	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		2	6		
SEJAK	A	27/05/	148	1404	30	Caryophyllaceae	Dianthus	Dianthus barbatus	Dianthus cf. diabunda; Dianthus barbatus 'Diabunda'	0.04	10				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Caryophyllaceae	Dianthus	Dianthus cf. gratianopolitanus		0.1	5				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Plantaginaceae	Digitalis	Digitalis purpurea		1.8	230	Hymenoptera	Apidae	Bombus	Bombus hortorum			4	6		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Anthophora	Anthophora quadrimaculata	F		1	5		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Apis	Apis mellifera			2	5		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		1	3		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		7	18		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pratorum	Q		1	3		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pratorum	W		3	10		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Erigeron	Erigeron karvinskianus	unresolved plant species name	0.03	25				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Brassicaceae	Erysimum	Erysimum × cheiri		0.8	5				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Geraniaceae	Geranium	Geranium robertianum		0.4	60				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	2		
SEJAK	A	27/05/	148	1404	30	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		1	2		
SEJAK	A	27/05/	148	1404	30	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Colletidae	Hylaeus	Hylaeus brevicornis			1	1		
SEJAK	A	27/05/	148	1404	30	Rosaceae	Geum	Geum quellyon	cultivar 'Mrs J Bradshaw'	0.1	7				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Rosaceae	Geum	Geum urbanum		0.5	10				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Rosaceae	Geum	Geum var.	cultivar Geum 'Turnpike Tales'	0.05	1				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Plantaginaceae	Hebe	Hebe cf. rakaiensis	unresolved plant species name, suggested to be synonym to Veronica rakaiensis	0.24	35				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Brassicaceae	Hesperis	Hesperis matronalis		0.4	1000	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			1	1		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Hypochaeris	Hypochaeris sp.?		0.02	1				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Lamiaceae	Lamium	Lamium album		0.16	80				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.04	6				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Lamiaceae	Lavandula	Lavandula stoechas		0.16	4				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	24	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum morio agg.	F	Lasioglossum morio type F	1	1		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	24	Coleoptera	Oedemeridae	Oedemera	Oedemera nobilis			1	1		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	24	Coleoptera	Cerambycidae	Paracorymbia	Paracorymbia fulva			1	1		
SEJAK	A	27/05/	148	1404	30	Plantaginaceae	Linaria	Linaria purpurea		0.1	2				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Campanulaceae	Lobelia	Lobelia var.		0.02	2				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Caprifoliaceae	Lonicera	Lonicera japonica		0.75	60	Hymenoptera	Megachilidae	Megachile	Megachile sp.			1	1		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Myosotis	Myosotis sylvatica		0.15	50				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Scrophulariaceae	Nemesia	Nemesia var.		0.1	20				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Oxalidaceae	Oxalis	Oxalis articulata		0.27	250	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	6		
SEJAK	A	27/05/	148	1404	30	Paeoniaceae	Paeonia	Paeonia var.		0.42	0				0			NA	NA		
